#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
321311:7056,08/15/18 20:48:28,10,HLT_IsoMu24_v13,0.000941657,0.000473244
321312:7056,08/15/18 20:55:17,761,HLT_IsoMu24_v13,0.061529771,0.060265791
321313:7056,08/16/18 01:55:17,408,HLT_IsoMu24_v13,0.026959447,0.026586118
321396:7058,08/17/18 06:29:54,1469,HLT_IsoMu24_v13,0.378299150,0.365020314
321397:7058,08/17/18 16:06:23,365,HLT_IsoMu24_v13,0.053675227,0.052262679
321414:7061,08/17/18 21:14:10,1243,HLT_IsoMu24_v13,0.395277056,0.380804424
321415:7061,08/18/18 05:21:19,804,HLT_IsoMu24_v13,0.146244030,0.142214244
321431:7063,08/18/18 13:51:46,153,HLT_IsoMu24_v13,0.059087283,0.055908397
321432:7063,08/18/18 14:54:29,47,HLT_IsoMu24_v13,0.018178820,0.016578099
321433:7063,08/18/18 15:15:09,125,HLT_IsoMu24_v13,0.045595800,0.042731868
321434:7063,08/18/18 16:07:00,642,HLT_IsoMu24_v13,0.187643020,0.180883530
321436:7063,08/18/18 20:20:52,710,HLT_IsoMu24_v13,0.142080158,0.138442512
321457:7065,08/19/18 07:38:11,1844,HLT_IsoMu24_v13,0.501712911,0.482764913
321461:7065,08/19/18 19:38:10,149,HLT_IsoMu24_v13,0.021566373,0.021013159
321475:7069,08/20/18 01:30:43,2028,HLT_IsoMu24_v13,0.488692562,0.471915197
321710:7078,08/23/18 13:20:08,52,HLT_IsoMu24_v13,0.018046407,0.017235540
321712:7078,08/23/18 13:42:14,247,HLT_IsoMu24_v13,0.087886898,0.084378813
321730:7080,08/23/18 21:10:55,286,HLT_IsoMu24_v13,0.112376795,0.102671758
321732:7080,08/23/18 23:11:04,1407,HLT_IsoMu24_v13,0.358203372,0.344693885
321735:7080,08/24/18 08:33:27,146,HLT_IsoMu24_v13,0.024345311,0.023661372
321755:7083,08/24/18 13:48:50,686,HLT_IsoMu24_v13,0.221471113,0.213439063
321758:7083,08/24/18 18:21:07,152,HLT_IsoMu24_v13,0.038637582,0.037517794
321760:7083,08/24/18 19:44:52,805,HLT_IsoMu24_v13,0.150633274,0.146154011
321773:7087,08/25/18 12:11:58,55,HLT_IsoMu24_v13,0.022124595,0.021058973
321774:7087,08/25/18 12:43:49,117,HLT_IsoMu24_v13,0.045889667,0.043723511
321775:7087,08/25/18 13:36:11,13,HLT_IsoMu24_v13,0.004960672,0.004807280
321776:7087,08/25/18 13:57:38,30,HLT_IsoMu24_v13,0.010990099,0.010304763
321777:7087,08/25/18 14:14:59,187,HLT_IsoMu24_v13,0.063977373,0.058617297
321778:7087,08/25/18 16:07:27,136,HLT_IsoMu24_v13,0.039886693,0.036058523
321780:7087,08/25/18 17:04:57,481,HLT_IsoMu24_v13,0.116934171,0.113675311
321781:7087,08/25/18 20:38:11,380,HLT_IsoMu24_v13,0.070570387,0.068009371
321813:7090,08/26/18 09:20:15,321,HLT_IsoMu24_v13,0.125076616,0.120244832
321815:7090,08/26/18 12:01:16,23,HLT_IsoMu24_v13,0.007776422,0.005120243
321817:7090,08/26/18 12:20:00,536,HLT_IsoMu24_v13,0.153548703,0.148474427
321818:7090,08/26/18 15:50:06,690,HLT_IsoMu24_v13,0.142890518,0.138016019
321820:7090,08/26/18 20:26:15,214,HLT_IsoMu24_v13,0.032881015,0.032069065
321831:7091,08/27/18 00:10:22,752,HLT_IsoMu24_v13,0.259149765,0.248044751
321832:7091,08/27/18 05:06:22,494,HLT_IsoMu24_v13,0.120328175,0.115962445
321833:7091,08/27/18 08:27:00,398,HLT_IsoMu24_v13,0.076879192,0.074191075
321834:7091,08/27/18 11:05:28,333,HLT_IsoMu24_v13,0.051569880,0.049809670
321879:7092,08/27/18 17:57:43,265,HLT_IsoMu24_v13,0.096052892,0.090171380
321880:7092,08/27/18 20:01:46,130,HLT_IsoMu24_v13,0.042742557,0.041376114
321887:7095,08/28/18 01:04:04,895,HLT_IsoMu24_v13,0.287812076,0.276943266
321908:7097,08/28/18 13:40:10,426,HLT_IsoMu24_v13,0.155764565,0.145315917
321909:7097,08/28/18 16:31:34,1653,HLT_IsoMu24_v13,0.351570764,0.340571266
321917:7098,08/29/18 05:24:24,798,HLT_IsoMu24_v13,0.271677366,0.261222200
321919:7098,08/29/18 10:38:52,6,HLT_IsoMu24_v13,0.001642885,0.001488833
321933:7099,08/29/18 14:09:13,282,HLT_IsoMu24_v13,0.104892253,0.101008189
321960:7101,08/29/18 21:26:49,24,HLT_IsoMu24_v13,0.007956294,0.007304554
321961:7101,08/29/18 21:43:01,354,HLT_IsoMu24_v13,0.138274286,0.132127458
321973:7105,08/30/18 09:44:30,1208,HLT_IsoMu24_v13,0.373340022,0.358669402
321975:7105,08/30/18 17:37:18,866,HLT_IsoMu24_v13,0.150779297,0.145784329
321988:7108,08/31/18 03:56:29,1329,HLT_IsoMu24_v13,0.399922668,0.384024317
321990:7108,08/31/18 13:16:37,471,HLT_IsoMu24_v13,0.083327180,0.081032253
322013:7109,08/31/18 18:44:38,9,HLT_IsoMu24_v13,0.002365180,0.001146119
322014:7109,08/31/18 18:52:10,17,HLT_IsoMu24_v13,0.007087857,0.006669932
322022:7110,08/31/18 21:02:55,1749,HLT_IsoMu24_v13,0.469845842,0.452971430
322040:7112,09/01/18 11:09:06,39,HLT_IsoMu24_v13,0.014437163,0.013692557
322057:7114,09/01/18 20:28:32,21,HLT_IsoMu24_v13,0.008913070,0.008235563
322068:7117,09/02/18 02:40:56,674,HLT_IsoMu24_v13,0.243733114,0.232601308
322079:7118,09/02/18 11:24:26,360,HLT_IsoMu24_v13,0.146805575,0.140246021
322106:7120,09/02/18 21:40:43,824,HLT_IsoMu24_v13,0.292894684,0.281861286
322113:7122,09/03/18 06:37:14,108,HLT_IsoMu24_v13,0.043431902,0.040790092
322118:7122,09/03/18 07:20:37,861,HLT_IsoMu24_v13,0.278953042,0.268230856
322179:7123,09/03/18 16:39:51,1739,HLT_IsoMu24_v13,0.487943251,0.469752688
322201:7124,09/04/18 05:55:39,222,HLT_IsoMu24_v13,0.090597154,0.084336162
322204:7124,09/04/18 07:24:58,1136,HLT_IsoMu24_v13,0.325527556,0.311168309
322625:7145,09/10/18 03:32:10,1120,HLT_IsoMu24_v13,0.347819181,0.335275725
322222:7124,09/04/18 14:53:45,526,HLT_IsoMu24_v13,0.096306401,0.092744594
322252:7125,09/04/18 20:29:20,1545,HLT_IsoMu24_v13,0.439092203,0.420360460
322317:7127,09/05/18 12:01:44,54,HLT_IsoMu24_v13,0.020269796,0.019246082
322319:7127,09/05/18 12:25:29,161,HLT_IsoMu24_v13,0.063768406,0.055502721
322322:7127,09/05/18 13:29:27,1107,HLT_IsoMu24_v13,0.303553283,0.292465870
322324:7127,09/05/18 21:27:53,416,HLT_IsoMu24_v13,0.071323558,0.069260009
322332:7128,09/06/18 02:11:56,1019,HLT_IsoMu24_v13,0.326775499,0.313997936
322348:7131,09/06/18 13:43:39,1466,HLT_IsoMu24_v13,0.430054056,0.414115030
322355:7132,09/07/18 01:05:42,99,HLT_IsoMu24_v13,0.036049275,0.033876428
322356:7132,09/07/18 01:45:19,779,HLT_IsoMu24_v13,0.242599960,0.234584984
322381:7133,09/07/18 11:10:32,533,HLT_IsoMu24_v13,0.186112713,0.178731076
322407:7135,09/07/18 17:47:22,537,HLT_IsoMu24_v13,0.178565543,0.169959735
322430:7137,09/08/18 01:19:19,739,HLT_IsoMu24_v13,0.244777323,0.235403052
322431:7137,09/08/18 06:12:25,1161,HLT_IsoMu24_v13,0.235684808,0.227639493
322480:7139,09/08/18 17:33:13,341,HLT_IsoMu24_v13,0.117973968,0.109338205
322492:7139,09/08/18 20:56:03,1386,HLT_IsoMu24_v13,0.297742455,0.287516409
322510:7142,09/09/18 08:32:39,9,HLT_IsoMu24_v13,0.002497762,0.002228898
322599:7144,09/09/18 15:58:47,252,HLT_IsoMu24_v13,0.100549613,0.094351445
322602:7144,09/09/18 17:40:01,69,HLT_IsoMu24_v13,0.025794573,0.024109226
322603:7144,09/09/18 18:08:09,10,HLT_IsoMu24_v13,0.003641638,0.002693914
322605:7144,09/09/18 18:13:23,280,HLT_IsoMu24_v13,0.093445400,0.089624558
322617:7144,09/09/18 21:12:33,601,HLT_IsoMu24_v13,0.141695210,0.136646284
322633:7145,09/10/18 10:51:34,249,HLT_IsoMu24_v13,0.052624938,0.050945858
323414:7213,09/24/18 01:51:16,40,HLT_IsoMu24_v13,0.006922388,0.006204142
323423:7213,09/24/18 05:01:48,136,HLT_IsoMu24_v13,0.022299813,0.021037074
323470:7217,09/24/18 13:47:51,221,HLT_IsoMu24_v13,0.084339367,0.080200895
323471:7217,09/24/18 15:18:19,232,HLT_IsoMu24_v13,0.080490693,0.075496214
323472:7217,09/24/18 16:50:41,64,HLT_IsoMu24_v13,0.020336111,0.019315330
323473:7217,09/24/18 17:40:41,227,HLT_IsoMu24_v13,0.063902912,0.054519958
323474:7217,09/24/18 19:42:20,352,HLT_IsoMu24_v13,0.080373971,0.077808151
323475:7217,09/24/18 22:00:42,77,HLT_IsoMu24_v13,0.014812379,0.014194141
323487:7218,09/25/18 03:28:20,451,HLT_IsoMu24_v13,0.161054879,0.154167367
323488:7218,09/25/18 06:30:08,745,HLT_IsoMu24_v13,0.193197326,0.186198495
323492:7218,09/25/18 11:45:43,30,HLT_IsoMu24_v13,0.006473936,0.005823224
323493:7218,09/25/18 11:58:37,140,HLT_IsoMu24_v13,0.028298345,0.027375185
323495:7218,09/25/18 12:54:31,187,HLT_IsoMu24_v13,0.033597169,0.032346650
323524:7221,09/25/18 22:36:20,531,HLT_IsoMu24_v13,0.179813031,0.172935648
323525:7221,09/26/18 02:05:25,1117,HLT_IsoMu24_v13,0.251761033,0.242649452
323526:7221,09/26/18 09:22:43,462,HLT_IsoMu24_v13,0.066501260,0.064950894
323693:7234,09/29/18 01:47:30,114,HLT_IsoMu24_v13,0.042896980,0.040083728
323696:7234,09/29/18 02:33:10,257,HLT_IsoMu24_v13,0.093142839,0.088848506
323702:7234,09/29/18 08:56:34,808,HLT_IsoMu24_v13,0.150178440,0.145959086
323725:7236,09/29/18 18:38:39,329,HLT_IsoMu24_v13,0.125226754,0.118534171
323726:7236,09/29/18 20:49:58,53,HLT_IsoMu24_v13,0.018453398,0.014606590
323727:7236,09/29/18 21:13:04,971,HLT_IsoMu24_v13,0.255956417,0.246905185
323755:7239,09/30/18 11:17:44,929,HLT_IsoMu24_v13,0.308089144,0.296641630
323775:7240,09/30/18 19:49:18,129,HLT_IsoMu24_v13,0.049073005,0.046768177
323778:7240,09/30/18 20:41:26,934,HLT_IsoMu24_v13,0.282909002,0.270937829
323790:7242,10/01/18 07:35:02,900,HLT_IsoMu24_v13,0.290150034,0.276739615
323794:7242,10/01/18 13:29:17,68,HLT_IsoMu24_v13,0.016768456,0.016056696
323841:7245,10/01/18 23:32:02,464,HLT_IsoMu24_v13,0.162745664,0.155039521
323857:7245,10/02/18 02:35:30,357,HLT_IsoMu24_v13,0.098889718,0.095513815
323940:7252,10/03/18 01:12:47,1519,HLT_IsoMu24_v13,0.447441650,0.426709389
323954:7252,10/03/18 11:06:37,77,HLT_IsoMu24_v13,0.015712883,0.015141003
323976:7253,10/03/18 14:01:34,47,HLT_IsoMu24_v13,0.016963231,0.014398952
323978:7253,10/03/18 14:23:01,68,HLT_IsoMu24_v13,0.027110135,0.021951990
323980:7253,10/03/18 14:51:36,199,HLT_IsoMu24_v13,0.072957986,0.067732495
323983:7253,10/03/18 16:11:58,187,HLT_IsoMu24_v13,0.060632099,0.056791838
323997:7253,10/03/18 17:30:39,498,HLT_IsoMu24_v13,0.134604714,0.128792620
324021:7256,10/04/18 01:48:39,772,HLT_IsoMu24_v13,0.268052511,0.252487076
324022:7256,10/04/18 06:50:15,554,HLT_IsoMu24_v13,0.131867029,0.127786225
324077:7259,10/04/18 22:20:56,699,HLT_IsoMu24_v13,0.252293601,0.242584758
324201:7264,10/06/18 23:58:19,1355,HLT_IsoMu24_v13,0.377754511,0.362859736
324202:7264,10/07/18 08:48:52,238,HLT_IsoMu24_v13,0.040101120,0.039241311
324205:7264,10/07/18 10:31:04,160,HLT_IsoMu24_v13,0.023677785,0.022963535
324206:7264,10/07/18 11:38:14,141,HLT_IsoMu24_v13,0.019090186,0.017522886
324207:7264,10/07/18 12:44:24,33,HLT_IsoMu24_v13,0.004195293,0.004054591
324209:7264,10/07/18 13:02:20,142,HLT_IsoMu24_v13,0.016389622,0.016078746
324237:7265,10/07/18 21:29:58,204,HLT_IsoMu24_v13,0.078674456,0.074992447
324245:7266,10/08/18 01:31:07,1659,HLT_IsoMu24_v13,0.433800379,0.417201691
324293:7270,10/08/18 23:08:14,2302,HLT_IsoMu24_v13,0.530794795,0.513038391
324315:7271,10/09/18 16:26:19,202,HLT_IsoMu24_v13,0.075286377,0.070437259
324318:7271,10/09/18 17:53:42,332,HLT_IsoMu24_v13,0.104566782,0.099840960
324420:7274,10/11/18 00:24:57,625,HLT_IsoMu24_v13,0.209586938,0.199728582
324729:7308,10/16/18 09:28:04,193,HLT_IsoMu24_v13,0.015343199,0.014796991
324747:7309,10/16/18 12:56:26,1073,HLT_IsoMu24_v13,0.323122892,0.308248329
324764:7309,10/16/18 19:54:47,147,HLT_IsoMu24_v13,0.032038254,0.030065526
324765:7309,10/16/18 20:52:50,478,HLT_IsoMu24_v13,0.090477298,0.087679915
324769:7309,10/16/18 23:59:45,328,HLT_IsoMu24_v13,0.047990264,0.046770197
324772:7309,10/17/18 02:48:00,165,HLT_IsoMu24_v13,0.019188275,0.018782673
324785:7310,10/17/18 06:16:27,583,HLT_IsoMu24_v13,0.193613321,0.185798935
324791:7310,10/17/18 10:04:47,1217,HLT_IsoMu24_v13,0.252930317,0.245008389
324835:7314,10/17/18 22:30:14,257,HLT_IsoMu24_v13,0.095881947,0.085856699
324840:7314,10/18/18 00:41:14,93,HLT_IsoMu24_v13,0.031268179,0.027721884
324841:7314,10/18/18 01:18:35,1347,HLT_IsoMu24_v13,0.312610436,0.301009532
324846:7314,10/18/18 10:06:07,515,HLT_IsoMu24_v13,0.070651245,0.068553152
324878:7315,10/18/18 16:07:07,1734,HLT_IsoMu24_v13,0.417947869,0.403019079
324897:7317,10/19/18 06:41:04,141,HLT_IsoMu24_v13,0.053284480,0.050229194
324970:7320,10/19/18 15:42:39,2183,HLT_IsoMu24_v13,0.497974610,0.479468127
324980:7321,10/20/18 08:16:24,2263,HLT_IsoMu24_v13,0.535222639,0.513297831
324997:7324,10/21/18 04:34:58,116,HLT_IsoMu24_v13,0.042897145,0.038587071
324998:7324,10/21/18 05:23:14,362,HLT_IsoMu24_v13,0.121489083,0.114236184
324999:7324,10/21/18 07:47:04,14,HLT_IsoMu24_v13,0.004195134,0.003883504
325000:7324,10/21/18 08:03:55,371,HLT_IsoMu24_v13,0.098211313,0.094664110
325001:7324,10/21/18 10:29:40,592,HLT_IsoMu24_v13,0.123407318,0.119138567
325022:7328,10/21/18 21:10:37,1550,HLT_IsoMu24_v13,0.447818974,0.433388530
325057:7331,10/22/18 14:07:34,342,HLT_IsoMu24_v13,0.126568844,0.120049324
325097:7333,10/22/18 21:19:15,57,HLT_IsoMu24_v13,0.021191971,0.017770253
325098:7333,10/22/18 21:46:04,8,HLT_IsoMu24_v13,0.003173597,0.002038540
325099:7333,10/22/18 21:50:54,388,HLT_IsoMu24_v13,0.145872486,0.139171868
325100:7333,10/23/18 00:24:31,254,HLT_IsoMu24_v13,0.078923352,0.074467703
325101:7333,10/23/18 02:07:46,482,HLT_IsoMu24_v13,0.122751758,0.118270941
325110:7333,10/23/18 05:48:34,16,HLT_IsoMu24_v13,0.003395562,0.003259489
325117:7333,10/23/18 07:39:08,531,HLT_IsoMu24_v13,0.087981777,0.085216987
325159:7334,10/23/18 14:38:00,213,HLT_IsoMu24_v13,0.067007554,0.061440392
325168:7334,10/23/18 16:09:33,18,HLT_IsoMu24_v13,0.005526927,0.004288882
325169:7334,10/23/18 16:19:28,23,HLT_IsoMu24_v13,0.006960336,0.005577657
325170:7334,10/23/18 16:31:17,1203,HLT_IsoMu24_v13,0.272476997,0.263143736
325172:7334,10/24/18 00:23:24,472,HLT_IsoMu24_v13,0.069745349,0.067635936
#Summary:
#hltpath,nfill,nrun,ncms,totdelivered(/fb),totrecorded(/fb)
#HLT_IsoMu24_v11,23,50,22668,5.449350714,5.291012014
#HLT_IsoMu24_v12,10,26,13287,3.788645769,3.651268869
#HLT_IsoMu24_v13,164,402,198129,52.965505118,50.877380554
#
#Sum delivered  : 62.203501601
#Sum recorded : 59.819661437
#Check JSON:
#(run,ls) in json but not in results: [(325172, 477), (325172, 478), (325172, 479), (325172, 480), (325172, 481), (325172, 482), (325172, 483), (325172, 484), (325172, 485)]
